,id,cluster,x,y,z
15,uk-news/2017/apr/16/baby-us-embassy-interview-visa-esta-terrorist,1,0.067078764631441,-0.019432714887293902,0.012743638410151584
16,uk-news/2017/mar/28/westminster-terrorist-khalid-masood-wasnt-an-islamist-says-ex-boss,1,0.09484533664891731,-0.017060117991405964,0.03785866030184931
17,world/2017/mar/24/will-the-laptop-air-travel-ban-stop-terrorists,1,0.17850750983853436,-0.042840446483628745,0.06834846173225263
18,uk-news/shortcuts/2016/nov/01/bomb-detecting-spinach-the-new-weapon-against-terrorist-plots,1,0.08703164254626707,-0.017096870854173263,0.013183437506401443
19,world/2017/jun/06/tuesday-briefing-net-must-tighten-to-catch-terrorists-say-police,1,0.1840966897674065,-0.043540876488460216,0.04919621441911238
20,uk-news/2017/may/24/salman-abedi-manchester-bomber-profile-islamist-terrorists,1,0.13922055429278674,-0.03755599374984548,0.11374082183129107
21,uk-news/2017/may/24/terrorists-see-reason-in-madness-of-targeting-public-events,1,0.13094719065443042,-0.02395005721211568,0.09997058830991311
22,world/2017/jan/30/quebec-mosque-shooting-canada-deaths,1,0.13891778116458908,-0.026326774177467836,0.09765350316903883
23,uk-news/2016/sep/22/number-of-terrorist-prisoners-uk-jails-hits-record-high-home-office-figures,1,0.09537305128393705,-0.03787313512055442,0.06254239582352251
24,uk-news/2016/aug/24/member-british-forces-arrested-suspicion-of-northern-ireland-terrorism-offences,3,0.1311627789632929,-0.06408233491579413,0.09309445459386488
25,uk-news/2016/dec/21/four-men-deny-plotting-to-carry-out-terrorist-attack-midlands,1,0.04359816000666933,-0.02064775002548317,0.03551762879153551
26,uk-news/2017/mar/28/video-of-marine-a-killing-taliban-fighter-must-not-be-released-judges-rule,1,0.08909658544940284,-0.02226569135966323,0.05391018181349192
27,uk-news/2016/may/13/how-to-simulate-a-terrorist-atrocity-trafford-centre-manchester-drill,1,0.13962698644032295,-0.040479232492706976,0.043816852065797836
28,uk-news/2017/mar/22/mps-in-parliament-remain-a-hard-target-for-terrorists,1,0.1128043560135746,-0.029943321980606934,0.06729637036210792
29,world/on-the-middle-east/2016/jul/25/terrorist-attacks-and-security-lapses-fuel-fears-for-jordan-stability,5,0.18448567102423896,-0.0002276074729649356,0.11083678668945071
30,world/shortcuts/2016/nov/28/dead-or-alive-mokhtar-belmokhtar-most-wanted-terrorist-killed-three-times,1,0.11277986746899302,-0.020539996706527716,0.04975952626901859
31,uk-news/live/2017/jun/06/london-attack-questions-police-khuram-butt-rachid-redouane-live,1,0.30017692701089566,-0.08051134742924844,0.24043161703385477
32,uk-news/2017/jun/05/a-political-prospectus-for-tackling-the-root-causes-of-terrorism,1,0.11498725557836526,-0.01943780139635818,0.034198088389493946
33,uk-news/2017/jun/04/foreign-nationals-victims-of-london-terror-attacks,1,0.19917933301660107,-0.05345007873974925,0.12229645595317121
34,uk-news/2017/may/28/armed-police-raid-moss-side-report-of-explosion,1,0.16834081095409842,-0.06000037837617278,0.1488752054149799
35,uk-news/2017/may/23/mother-and-daughter-share-account-of-manchester-terror-attack,1,0.11890282822231725,-0.0315820643355512,0.04078263278081602
36,world/2016/jun/29/have-you-been-affected-by-the-ataturk-terrorist-attack,1,0.09497112397089043,-0.01798782948764943,0.08401854421944213
37,uk-news/2016/nov/01/andrew-parker-mi5-director-general-there-will-be-terrorist-attacks-in-britain-exclusive,1,0.16141817537749373,-0.048618857695025726,0.04607276656201847
38,uk-news/2017/apr/06/police-set-up-fake-courier-company-to-target-terrorism-suspects,1,0.09898549207006604,-0.03672969531506879,0.06371710699359244
39,uk-news/2017/may/09/westminster-knife-suspect-charged-with-terrorism-offence-khalid-mohammed-omar-ali,1,0.11287079132106892,-0.053650765982925536,0.10938620627862305
40,world/2016/jun/14/french-police-officer-wife-murdered-larossi-abballa-isis,1,0.16970095882849906,-0.05132592612113712,0.16515336405134048
41,uk-news/2017/jun/10/worse-terror-attack-on-london-bridge-foiled-by-chance-police-say,1,0.13602396358250246,-0.05022238158141843,0.11599548335240849
42,world/2016/jun/06/south-africa-rejects-uk-warning-of-terrorist-attack,1,0.15651164788544206,-0.022126135774739347,0.13087989985604281
43,uk-news/2017/jun/07/honouring-attack-victims-at-london-bridge,1,0.10872849832571106,-0.02956538761410563,0.04858103682072135
44,world/2017/apr/21/isis-motive-in-paris-attack-likely-to-be-publicity-not-politics,1,0.16326866206219148,-0.03333057253908089,0.11701952185870876
45,uk-news/2016/sep/22/counter-terrorist-detectives-arrest-33-year-old-man-in-cardiff-street,1,0.10302723213369042,-0.057998074646220366,0.11000620455972915
46,uk-news/2016/may/17/rural-police-would-be-sitting-ducks-in-terror-attacks,1,0.12379126443593122,-0.05056430970890821,0.10388920677886046
47,uk-news/2017/jun/05/britain-faces-different-level-of-terror-threat-after-london-bridge-attacks,1,0.15753659464427727,-0.053802945226686626,0.14532482842057196
48,uk-news/2017/may/24/libyans-in-uk-warned-about-manchester-radicalisation-for-years,1,0.12567736165551627,-0.022086321624503653,0.0848837322514458
49,world/2016/sep/18/india-accuses-pakistan-of-being-terrorist-state-17-die-kashmir,0,0.1604450380124012,-0.017890687840394142,0.09392816990362114
50,uk-news/2017/jun/08/whos-to-blame-for-the-savagery-seen-in-manchester-and-london,1,0.11654899837275942,-0.021450859696150744,0.04603994597265848
51,uk-news/2017/jun/01/manchester-bombing-tribute-concert-tickets-to-go-on-sale,1,0.09004442564143114,-0.02360599992972687,0.03594694439484212
52,uk-news/2017/apr/01/all-12-people-arrested-over-westminster-attack-released-without-charge,1,0.10978263970945232,-0.037043991806506804,0.09360127427022234
53,uk-news/2017/mar/22/timeline-of-the-westminster-attacks,1,0.0980149049507183,-0.03106741267370617,0.08545258905846508
54,uk-news/2017/mar/30/westminster-terrorrist-attack-khalid-masood-died-of-gunshot-wound-to-chest-inquest-hears,1,0.06901720656342875,-0.019352868025547733,0.051227114269375054
55,uk-news/2017/jun/03/manchester-bomb-attack-police-arrest-17th-man,1,0.09706358595217662,-0.03198401860633394,0.0971888153155596
56,uk-news/2017/mar/25/westminster-staff-and-mps-to-be-offered-counselling-after-attack,1,0.09818219923016792,-0.02206848225406309,0.07230196879940208
57,world/shortcuts/2016/aug/16/burkini-ban-unhygienic-terrorist-wear-or-just-wetsuit-hood,1,0.07095606570989603,-0.013267078036346337,0.011138865119761856
58,world/2017/feb/28/sousse-attack-inquest-verdicts-expected-on-deaths-of-30-britons-tunisia,1,0.09241903957190613,-0.0275537355321431,0.07567844543332951
59,world/2017/mar/01/tunisia-six-guards-charged-not-helping-sousse-massacre,1,0.11797371990864525,-0.027132705531693304,0.09901464551022789
60,world/2017/feb/28/tunisia-attack-how-a-man-with-a-parasol-could-38-people-on-the-beach,1,0.13063116562411775,-0.03140513322036302,0.09545480288814577
61,uk-news/2016/apr/01/anti-terrorist-response-teams-uk-david-cameron,1,0.1499382085319969,-0.043529995763051325,0.12279576498158637
62,world/2016/aug/02/thousands-expected-funeral-priest-killed-in-france-terror-attack,1,0.11475358339223884,-0.02561641718346592,0.07095676234107055
63,uk-news/2017/jun/04/london-attacks-what-we-know-so-far-london-bridge-borough-market-vauxhall,1,0.18057955094854383,-0.05233476944291236,0.1619292128303963
64,world/2016/mar/23/australian-leaders-condemn-brussels-terrorist-attacks-and-pledge-support,1,0.11623920699126705,-0.01793660238597122,0.10361984614207932
65,uk-news/2017/jun/07/youssef-zaghba-italian-officials-wrote-to-uk-says-prosecutor,1,0.13961478918668727,-0.048515786205631316,0.10255156529261202
66,uk-news/2017/jun/05/london-bridge-attacker-named-as-khuram-butt,1,0.14771780580942834,-0.045361799584149216,0.09840492971847786
67,uk-news/2017/mar/23/london-metropolitan-police-review-security-of-westminster-palace,1,0.1475427394096358,-0.03831192059556419,0.0937153131211877
68,world/2016/jul/23/cosa-nostra-assault-weapons-islamist-terror-group,1,0.11655554614467009,-0.031907882446716315,0.08062934326349108
69,uk-news/2017/may/31/manchester-attack-victim-martyn-hett-brother-dan-stop-using-politicise-immigration,1,0.13168057802246488,-0.031546354250581964,0.04858145714097803
70,uk-news/2016/jul/06/blair-is-worlds-worst-terrorist-families-of-iraq-war-victims-react-to-chilcot-report,1,0.16129928171675056,-0.03182645816087179,0.0383591199071445
71,world/2016/feb/25/australia-warns-indonesia-travellers-advanced-stage-terror-attack-plans,1,0.11814810408343873,-0.02600196551568724,0.1226642439207687
72,world/2016/dec/20/police-uncertain-they-have-suspect-in-berlin-christmas-market-attack,1,0.11843689899991192,-0.03211663818970577,0.09327628292576147
73,world/2016/dec/20/police-raid-berlin-refugee-shelter-after-christmas-market-attack,1,0.13130259036412772,-0.028872587235063647,0.10965195035784167
74,uk-news/2017/mar/24/mps-are-safe-within-houses-of-parliament-says-top-security-official,1,0.1356594159278539,-0.03234508787548798,0.08582580674139476
75,uk-news/2017/feb/27/unfair-criminalisation-of-moss-side-residents,1,0.08564033007574719,-0.01888051279893932,0.03414070095436299
76,world/2017/apr/26/kary-kleyman-isis-american-florida-syria,5,0.1459182613807377,-0.020946633251251713,0.11074622050777347
77,world/2017/mar/19/uttar-pradesh-yogi-adityanath-hindu-priest-chief-minister,0,0.1195688868944138,-0.012200489755647016,0.03364573255870404
78,world/2017/jan/01/istanbul-nightclub-attack-dreadful-year-for-turkey,5,0.15007854042089097,-0.0065626150503185765,0.12410529700264125
79,uk-news/2017/may/27/aspiring-isis-fighters-in-uk-growing-threat,1,0.1439664626662452,-0.040107267695764864,0.1055067965133282
80,world/2017/feb/01/un-antonio-guterres-trump-travel-ban,1,0.10127122786453208,-0.011357165704988917,0.049983915160755156
81,uk-news/2016/jan/21/lancashire-police-criticise-bbc-over-terrorist-house-story,1,0.1361480625945181,-0.04284506033595999,0.08346933714234706
82,world/2017/feb/20/chinese-troops-stage-show-of-force-in-xinjiang-and-vow-to-relentlessly-beat-separatists,1,0.11582768286944066,-0.013213188938011277,0.06054714593573375
83,uk-news/2017/mar/23/what-is-the-current-mood-in-the-uk-after-the-attack-in-westminster,1,0.08732931791699156,-0.028890074562665215,0.062182653923031385
84,world/2016/dec/12/neo-nazi-group-national-action-banned-by-uk-home-secretary,1,0.11323195767039143,-0.022774189719986907,0.05616661303584272
85,uk-news/2017/jun/06/london-bridge-attack-third-attacker-named-in-italy-as-youssef-zaghba,1,0.12504785700539867,-0.040753626586358505,0.09145961298198141
86,uk-news/2017/mar/22/lone-attackers-are-the-biggest-challenge-for-security-services,1,0.15334514133275257,-0.05215262867742569,0.1272573571377601
87,uk-news/2017/may/28/manchester-trauma-surgeon-racially-abused-on-his-way-to-work,1,0.07541120513071799,-0.01649673521199027,0.03127517534230616
88,world/2017/jan/11/raf-drone-strikes-terror-attorney-general,1,0.16641157670721457,-0.02355623761471148,0.08623233574639423
89,uk-news/2017/jan/11/attorney-general-calls-for-new-legal-basis-for-pre-emptive-military-strikes,1,0.12441014523317385,-0.01882174410711975,0.07926179672179268
90,world/2016/dec/03/neil-prakash-new-images-isis-member-arrest-turkey-australia,1,0.11404777806156716,-0.025321851844239223,0.10823239586543952
91,world/2017/jan/23/tunisian-shooting-inquests-stories-of-beach-terror-revealed-in-court,1,0.10215914267493827,-0.02430405385722822,0.043714454559664516
92,world/2016/may/02/report-australian-man-arrested-in-lebanon-on-suspicion-of-belonging-to-terrorist-group,1,0.08887709532754542,-0.010694067330618316,0.07298502054350461
93,world/2016/dec/22/berlin-terrorist-attack-surveillance-intelligence-agencies,1,0.13898914699241344,-0.05370805542242178,0.10775496999223641
94,uk-news/2016/dec/20/what-can-be-done-to-prevent-berlin-style-attacks-in-modern-cities,1,0.146325150164949,-0.014277647104498607,0.08120773809647835
95,world/2017/jan/23/tunisia-asks-for-eu-help-combat-terrorism-sousse-massacre,1,0.1225622164357965,-0.020242871857746335,0.06868993047451477
96,world/2016/oct/29/isis-booby-trapped-toys-mosul,1,0.12667277032529606,-0.02233680627551976,0.08884070980086049
97,world/shortcuts/2017/feb/20/eurovision-swedish-headline-donald-trump-terrorist-news,1,0.09137980789408498,-0.01258659794297488,0.031420732470198456
98,world/2016/apr/11/smash-uk-mafia-elite-treat-offshore-wealth-terrorist-finance-perugia,1,0.11163790345170263,-0.01767935739113159,0.006137730543556123
99,uk-news/2015/dec/06/leytonstone-tube-knife-attack-police-material-terror-motive,1,0.18233700077475065,-0.06308963711360846,0.14446546405986108
100,uk-news/2017/may/23/uk-vulnerable-to-terror-attacks-by-jihadis-unable-to-reach-syria,1,0.16494668949449293,-0.061869169571565394,0.15763920789502237
101,uk-news/2016/apr/01/a-terrorist-dirty-bomb-us-summit-asks-world-leaders-to-plot-response,1,0.12219880935291899,-0.019009966835123453,0.058638999833007695
102,world/2015/nov/26/pakistani-terrorist-killed-alleged-police-killing-haroon-bhatti,1,0.1374205397221307,-0.025902447626985885,0.09085154926392376
103,world/2017/may/10/ankara-calls-us-arming-of-kurds-fighting-isis-in-syria-a-threat-to-turkey,5,0.13557996030644745,0.00014096672083331677,0.1356114702729177
104,uk-news/2017/apr/18/new-met-police-chief-cressida-dick-huge-concern-gun-knife-crime,1,0.12263121997001526,-0.03903758093534864,0.043975868505406905
105,world/2016/mar/28/three-charged-with-terrorist-activity-following-belgian-raids,1,0.11265421282460379,-0.02945868780178219,0.11046724630563481
106,uk-news/2017/may/10/whitehall-terror-suspect-appears-court,1,0.06992859509460969,-0.037994302872832994,0.054038539893215456
107,uk-news/2017/jun/04/trump-criticised-for-using-london-attacks-to-promote-his-own-muslim-travel-ban,1,0.11792533861022042,-0.026629579520915575,0.06829259418191788
108,world/2017/may/27/egypt-hits-libyan-terror-camps-again-after-attack-kills-29-copts,1,0.11727531744038291,-0.0014041707250784764,0.08588272414991358
109,world/2016/mar/22/brussels-police-raids-manhunt-suspected-bomber,1,0.18878437024584105,-0.04249772449798932,0.1810225959078908
110,world/2016/jul/02/bangladesh-dhaka-isis,1,0.152250889367591,-0.011326277318827379,0.10137698590893836
111,world/2016/mar/22/terror-attack-data-rise-brussels-explosions,1,0.0995975269507437,-0.026394669505478228,0.0647091151648333
112,world/2016/dec/21/europe-leadership-vulnerable-terrorism-merkel-hollande-renzi-berlin-truck-paris-attacks-brussels,1,0.11665250218827228,-0.011413819274595097,0.060030189610741184
113,world/2015/nov/15/paris-attacks-investigation-spreads-across-europe-as-terrorist-identified,1,0.18513585429222104,-0.038794043305786625,0.19047948345758522
114,world/2015/nov/16/canadian-pictured-as-paris-terrorist-in-suspected-gamergate-smear,1,0.08222426992782517,-0.01826033578265992,0.0403460128204572
115,world/2016/sep/30/india-seeks-release-of-soldier-captured-by-pakistan-in-kashmir,0,0.1192884649099098,-0.0062672606575314834,0.05687504004363154
116,world/2017/may/22/turkey-complains-washington-police-erdogan-protest-brawl,1,0.13701921094471436,-0.014367762240247653,0.09940609083921795
117,uk-news/2017/feb/24/five-teenagers-from-london-charged-terror-offences,1,0.06712862079971672,-0.03536019783395892,0.06583605432941333
118,world/2016/jan/20/why-are-terrorists-targeting-schools-and-universities,1,0.1006232727163369,-0.011853601516539797,0.055633595675484475
119,world/2016/sep/26/pakistan-police-accused-of-illegally-killing-hundreds-of-suspects-a-year,1,0.14170815952994734,-0.05121500736497942,0.10236761786191098
120,world/2016/nov/11/paris-attacks-anniversary-marked-sting-concert-bataclan,1,0.10569750787899795,-0.026695896914593353,0.11440407258374376
121,world/shortcuts/2017/apr/17/could-asma-al-assad-be-stripped-of-her-british-citizenship,1,0.09738949147203332,-0.018999605932507237,0.04199921208441709
122,uk-news/2017/may/28/mi5-launches-inquiries-into-failings-on-manchester-arena-bomber-salman-abedi-moss-side-raids-amber-rudd,1,0.19255720119310044,-0.05777220909281934,0.11937113053288556
123,uk-news/2017/mar/23/westminster-london-attack-pc-keith-palmer-remembered-minutes-silence,1,0.1361811240794015,-0.03533824889176075,0.06247329483577991
124,world/2016/oct/28/uk-border-security-gaps-terrorists-weapons-report,1,0.15894704566436874,-0.05254111038253277,0.10698198700411701
125,uk-news/2017/may/04/photographer-held-under-anti-terror-law-for-taking-hove-town-hall-pictures,1,0.09987437712420487,-0.03877774453363484,0.07538268849953542
126,world/2017/may/05/australias-grand-mufti-wins-defamation-case-over-news-corp-articles,1,0.09000205031935057,-0.00809357257426631,0.05672332298562566
127,world/2017/mar/21/eu-borders-and-the-devil-in-the-detail-of-brexit,1,0.12097541847909822,-0.019736316373853473,0.05510321056283983
128,uk-news/2017/mar/23/birmingham-neighbour-khalid-masood-winson-green,1,0.13999389166997123,-0.048285204807584074,0.11208000854699615
129,uk-news/2017/may/25/manchester-suicide-bomber-salman-abedi-was-neither-radical-nor-cowardly,1,0.05128111284830341,-0.010685146821085323,0.018354344864065064
130,uk-news/2017/may/25/two-more-men-arrested-over-manchester-bombing,1,0.15556889334064442,-0.05640309718906613,0.12951127488992137
131,uk-news/2017/may/25/manchester-bomb-same-explosive-paris-brussels-attacks-mike-mccaul,1,0.1271921107475448,-0.037426599995994896,0.10527773211921067
132,uk-news/2017/jun/04/a-trauma-doctor-tells-of-staff-flooding-into-work-as-casualties-arrived,1,0.10708262268603094,-0.028369362587900973,0.04490546624030634
133,uk-news/2017/jun/04/within-eight-minutes-attackers-were-dead-timeline-of-the-london-bridge-attack,1,0.09192039555170217,-0.03887210841955903,0.09393967151575039
134,world/2016/aug/26/nice-france-burkini-ban-response-after-bastille-day-truck-attack,1,0.11218001317684646,-0.020998983809364328,0.04294710729223097
135,world/2015/oct/03/australia-warns-terrorist-attacks-could-occur-at-anytime-in-philippines,1,0.07047400763939993,-0.014635187446714309,0.0561165097138971
136,uk-news/2017/may/26/theresa-may-calls-g7-leaders-help-prosecute-foreign-fighters,1,0.15045012863054757,-0.02035601132987692,0.11381497595300141
137,world/2016/nov/08/russia-syria-airstrikes,1,0.0859913742430025,-0.004422101017710496,0.06519333102020032
138,uk-news/2016/dec/22/the-uk-is-at-high-risk-of-a-terror-attack-but-how-has-it-avoided-one-so-far,1,0.13535996293613053,-0.05512600211156251,0.104024582002252
139,uk-news/2017/may/25/hospital-trauma-units-on-terror-attack-standby,1,0.0977683501498434,-0.0199675442451572,0.05432976249541705
140,world/2017/jun/05/eu-court-legality-uk-surveillance-investigatory-powers-gchq-m15-mi6,1,0.10814438511453749,-0.031080351495465754,0.05933226204480922
141,uk-news/2017/may/24/muslim-leaders-in-manchester-report-rise-in-islamophobic-incidents,1,0.11029688462011415,-0.03087934437867718,0.07071303507414503
142,world/2016/jul/16/how-recep-tayyip-erdogan-inflamed-tensions-in-turkey,5,0.1409068527372363,0.015617339506696666,0.09095698931904968
143,world/2016/jul/02/isis-strikes-al-qaida-plays-long-game,1,0.12239130492177827,-0.012780152204632527,0.09743506661492428
144,world/2016/may/03/crackdown-in-turkeys-kurdish-south-east-turns-journalists-into-terrorists,1,0.15682774401707686,-0.020974697405738825,0.10196233829034983
145,uk-news/2017/mar/24/first-picture-emerges-of-westminster-attacker-khalid-masood,1,0.050283664503205414,-0.016776485914736145,0.02006376058710072
146,world/2016/apr/26/britain-canada-halt-ransom-payments-terrorists-john-ridsdel-killing,1,0.08783167390897326,-0.009886221295493047,0.04706390649973973
147,uk-news/2016/jan/11/drones-terrorist-attacks-security-thinktank,1,0.10570755926897152,-0.010156193117443623,0.07778962442419941
148,world/2016/sep/13/suspected-isis-operatives-arrested-germany-refugee-shelters,1,0.13550764529125295,-0.03689648539286255,0.1549033130308924
149,uk-news/2017/jun/06/anti-terror-options-tpims-tagging-mass-surveillance,1,0.15993897812354108,-0.04526115664503556,0.07776209992146332
150,world/2017/jun/05/saudi-arabia-and-bahrain-break-diplomatic-ties-with-qatar-over-terrorism,1,0.1421327431559864,0.01353545797671697,0.07069893385027001
151,uk-news/2017/mar/19/massive-anti-terrorism-drill-on-thames-cruise-ship,1,0.13520952917462561,-0.04331668704310926,0.09168681979698586
152,uk-news/2016/apr/21/gang-found-guilty-of-uks-largest-known-gun-smuggling-operation,1,0.10710936087320401,-0.04264458670731154,0.09472749263219334
153,uk-news/2017/jun/08/three-arrested-london-bridge-attack-ilford,1,0.0657262349624493,-0.03832456024550071,0.07164388982978777
154,world/2015/sep/01/turkey-charges-three-vice-news-journalists-with-aiding-terrorist-group,1,0.13192887155976518,-0.02261967075207868,0.0975399212884357
155,world/2017/jun/09/isis-marks-ramadan-with-wave-of-violence-across-half-the-world,5,0.15028719484883588,-0.012112652690564217,0.1517410066688857
156,uk-news/2017/jun/06/police-search-address-in-ilford-as-security-services-face-scrutiny,1,0.16667316045816402,-0.0674852992929175,0.12935751114944177
157,uk-news/2016/sep/08/two-men-arrested-in-london-on-suspicion-of-preparing-terrorist-acts,1,0.12036139097138378,-0.05521307771356052,0.11803273657808026
158,uk-news/2017/jun/04/police-praised-for-stopping-london-bridge-attack-in-eight-minutes,1,0.15828906832967055,-0.05621606157571573,0.13623107053931355
159,uk-news/2017/jun/04/trump-berates-london-mayor-sadiq-khan-terror-attacks,1,0.13976016647165893,-0.036921279416325704,0.09105664188504298
160,uk-news/live/2017/mar/23/westminster-attack-parliament-resumes-tributes-keith-palmer-live,1,0.30783148529432103,-0.07589951278199011,0.2368815058514196
161,uk-news/2017/may/05/heathrow-briefly-suspends-flights-after-suspicious-item-found,1,0.08275189704243291,-0.03694705965147476,0.0759040257399367
162,world/live/2017/jan/08/jerusalem-truck-attack-israel-live-updates,4,0.14822218874502008,0.1208779003423903,0.14227456454952542
163,uk-news/2017/may/26/manchester-attack-police-arrest-man-and-search-barber-shop-moss-side-st-helens,1,0.172258675309387,-0.0558549552374002,0.12760467788140098
164,world/2017/apr/21/xavier-jugele-policeman-killed-paris-gay-rights-activist,1,0.10139431930497628,-0.03634866032779297,0.08620949655391727
165,uk-news/2017/feb/10/scotland-yard-counter-terrorism-unit-arrests-man-gatwick-airport-iraq,1,0.10119819814525913,-0.04212674585171608,0.09091231572955205
166,world/2017/feb/08/cowardice-blame-delayed-response-sousse-attack-tunisia,1,0.11091881699962713,-0.031183389943119946,0.09076588242722855
167,world/2015/dec/29/why-jihadi-terrorists-swapped-suicide-belts-kalashnikov-ak-47s,1,0.18064832282955157,-0.048005924489393136,0.11455706214315622
168,world/2016/sep/29/syria-us-arms-supply-kurds-turkey,5,0.14664019132584236,-0.007027974566584592,0.12407131450603784
169,uk-news/2017/may/27/police-release-pictures-of-manchester-bomber,1,0.13799306092870825,-0.0509199777830256,0.12370225712834938
170,uk-news/2017/mar/06/uk-police-have-thwarted-paris-style-terror-plots-in-britain-top-officer-says,1,0.13189884704684166,-0.0411152535103849,0.10006121120562506
171,world/2017/may/28/puerto-rican-day-parade-oscar-lopez-rivera,1,0.10068741264130607,-0.01826689671787391,0.02129835362690678
172,uk-news/2015/dec/26/firearms-police-shortage-islam,1,0.1286131242038912,-0.04614171213879904,0.11009577596208758
173,world/2016/apr/06/eu-border-force-terrorist-asylum-checks,1,0.09874436211972457,-0.01330853535717303,0.06159278656100914
174,uk-news/2017/mar/02/grandmother-tells-of-deeply-humiliating-deportation-from-uk,1,0.08181161828118078,-0.02000758335919441,0.024269475962196762
175,uk-news/2017/apr/13/westminster-attack-masood-did-act-alone-police-conclude,1,0.12953430999612692,-0.04521330537967863,0.10858385087516181
176,world/2016/aug/24/french-police-make-woman-remove-burkini-on-nice-beach,1,0.09777918342576877,-0.026025985968758977,0.07421786841809795
177,world/2016/mar/30/laptop-containing-plans-belgian-pms-charles-michel-home-terrorists-flat,1,0.11523848823584733,-0.023210218452965198,0.10285913385712299
178,world/2017/mar/26/plot-explosives-ipad-us-uk-laptop-ban,1,0.13414137209312463,-0.03353311188871701,0.09729476937042535
179,world/2016/mar/26/palmyra-restoration-isis-syria,1,0.09759151118774725,-0.008788326874330727,0.06633411922273548
180,world/2017/mar/22/brussels-unveil-terror-victims-memorial-one-year-after-attacks,1,0.11730500584192782,-0.02468012134772275,0.08222995650132689
181,uk-news/2017/apr/03/met-police-investigating-muslim-man-wrongful-arrest-terrorism,1,0.14413999657606116,-0.0531821422791648,0.11322142457247517
182,world/2017/jan/18/tunisia-minister-warned-hotels-over-security-before-attack-court-hears,1,0.10682238624004624,-0.02768038305400885,0.07439524004698231
183,uk-news/2017/mar/24/nine-custody-westminster-terrorist-attack-police-arrests,1,0.15011601456208679,-0.0521547780555378,0.11201927202467386
184,world/2016/aug/05/isis-tries-to-impose-new-leader-on-boko-haram-in-nigeria,1,0.1009738648739951,-0.013851592562785208,0.07637150849603659
185,uk-news/2016/dec/24/isis-commanders-liaised-plot-attack-uk-terrorism-syria,1,0.13942808492320843,-0.04291788420006818,0.15558661786216962
186,world/2017/mar/13/predator-drone-retire-reaper-us-military-obama,1,0.13110895487072127,-0.010621613612870569,0.062245955705775
187,world/2016/sep/06/isis-magazine-reveals-death-of-australian-jailed-over-2005-plot-to-blow-up-mcg,1,0.08057730667508972,-0.009691237473926596,0.07664142655881331
188,uk-news/2017/mar/24/khalid-masood-questions-over-how-much-mi5-knew-about-attacker,1,0.13038010039015077,-0.04314803607209684,0.08088317641415127
189,uk-news/2017/mar/23/love-tolerance-and-defiance-to-the-fore-as-mps-assemble,1,0.12446048669015891,-0.021596569483317642,0.043895675763681856
190,world/2016/nov/08/how-has-france-changed-one-year-on-from-the-paris-attacks,1,0.0856646683086313,-0.025024193447917002,0.07220074833043802
191,uk-news/2017/jun/07/families-of-london-bridge-attackers-speak-of-shock-and-condemn-their-actions,1,0.0974555447317812,-0.02080112508472752,0.0641941896114878
192,uk-news/2017/apr/27/man-arrested-over-incident-in-whitehall-near-parliament,1,0.18096541757257348,-0.06885965102297324,0.15613015533468308
